#Buckets,Keys 1 - rep 1,Keys 1 - rep 2,Keys 1 - rep 3,Keys 3 - rep 1,Keys 3 - rep 2,Keys 3 - rep 3,Keys 6 - rep 1,Keys 6 - rep 2,Keys 6 - rep 3,Keys 9 - rep 1,Keys 9 - rep 2,Keys 9 - rep 3
9.3,41.92523999998957,44.26353000000381,39.790259999994305,94.35024000000703,96.89912999998342,86.29749000000447,139.15052999998443,112.79006999999547,124.15563000000839,142.79174999999668,136.27179000001343,149.06186999999045
9.4,57.02435999998852,34.542359999977634,51.34211999999388,81.64467000001605,80.37252000000444,95.16005999998015,104.41224000001966,100.78182000000379,96.43004999996629,111.63384000001679,128.4354000000094,110.83086000000185
9.5,31.18239000003814,29.484270000029937,28.343070000002626,81.98369999997522,80.6921100000036,81.94752000000881,108.45737999997073,89.23526999999012,92.32668000002013,111.59693999998126,90.59111999999732,110.83248000000458
9.6,52.15688999996928,34.44371999998839,39.645810000016354,68.8028400000112,67.73003999999491,90.08172000000195,104.42394000000786,85.00140000000829,76.1845500000054,83.59488000001147,128.2917599999928,114.72668999999587
9.7,36.3821400000088,44.10872999999265,34.10999999997148,56.028690000021015,38.41407000001345,78.08273999999801,76.18113000001176,86.03676000000269,84.41927999998006,83.77361999999994,90.37917000000743,87.82992000000377
9.8,31.382009999993898,34.21107000001939,34.159230000019306,64.72340999997687,46.463760000006005,49.19121000001178,67.92029999999068,75.7585800000088,72.22410000000673,59.633189999985916,68.29298999999446,87.89427000000433
9.9,15.566129999999248,29.327669999976933,17.07570000000851,73.03176000001986,64.01249999998254,66.1643999999942,55.40319000000454,63.37295999998605,60.188399999991816,79.98912000000564,64.54169999998703,68.69501999999193
10.0,156.42440999999235,127.82421000001341,164.9727899999998,219.7785600000061,229.71744000000763,238.77063000000635,282.7981800000125,280.69281000000774,272.8513800000146,298.8232199999984,317.89980000002106,298.10357999998814
10.1,0,0,0,0,0,0,0,0,0,0,0,0
10.2,0,0,0,0,0,0,0,0,0,0,0,0
10.3,0,0,0,0,0,0,0,0,0,0,0,0
10.4,0,0,0,0,0,0,0,0,0,0,0,0
10.5,0,0,0,0,0,0,0,0,0,0,0,0
10.6,0,0,0,0,0,0,0,0,0,0,0,0
10.7,0,0,0,0,0,0,0,0,0,0,0,0
10.8,0,0,0,0,0,0,0,0,0,0,0,0
10.9,0,0,0,0,0,0,0,0,0,0,0,0
11.0,177.21378000001278,156.93498000002,193.21641000001546,258.4000799999849,226.49183999998786,185.2944299999799,284.5961999999781,305.2735199999952,245.59253999999055,346.6946700000117,366.8917499999952,328.48722000002454
11.1,0,0,0,0,0,0,0,0,0,0,0,0
11.2,0,0,0,0,0,0,0,0,0,0,0,0
11.3,0,0,0,0,0,0,0,0,0,0,0,0
11.4,0,0,0,0,0,0,0,0,0,0,0,0
11.5,0,0,0,0,0,0,0,0,0,0,0,0
11.6,0,0,0,0,0,0,0,0,0,0,0,0
11.7,0,0,0,0,0,0,0,0,0,0,0,0
11.8,0,0,0,0,0,0,0,0,0,0,0,0
11.9,0,0,0,0,0,0,0,0,0,0,0,0
12.0,72.92871000001469,92.85974999999598,119.3912999999884,142.4455199999793,141.6766500000158,173.7255600000135,160.2742500000022,136.74941999998555,152.68220999999176,172.09916999999405,181.98495000001276,148.94405999999435
12.1,0,0,0,0,0,0,0,0,0,0,0,0
12.2,0,0,0,0,0,0,0,0,0,0,0,0
12.3,0,0,0,0,0,0,0,0,0,0,0,0
12.4,0,0,0,0,0,0,0,0,0,0,0,0
12.5,0,0,0,0,0,0,0,0,0,0,0,0
12.6,0,0,0,0,0,0,0,0,0,0,0,0
12.7,0,0,0,0,0,0,0,0,0,0,0,0
12.8,0,0,0,0,0,0,0,0,0,0,0,0
12.9,0,0,0,0,0,0,0,0,0,0,0,0
13.0,62.54576999996789,68.48216999999568,45.57518999998865,90.26703000003181,80.37251999998989,90.75716999999713,97.80911999999807,63.50688000000082,72.1781100000153,87.93639000000258,109.22858999998425,103.25924999999552
13.1,0,0,0,0,0,0,0,0,0,0,0,0
13.2,0,0,0,0,0,0,0,0,0,0,0,0
13.3,0,0,0,0,0,0,0,0,0,0,0,0
13.4,0,0,0,0,0,0,0,0,0,0,0,0
13.5,0,0,0,0,0,0,0,0,0,0,0,0
13.6,0,0,0,0,0,0,0,0,0,0,0,0
13.7,0,0,0,0,0,0,0,0,0,0,0,0
13.8,0,0,0,0,0,0,0,0,0,0,0,0
13.9,0,0,0,0,0,0,0,0,0,0,0,0
14.0,52.39971000002697,39.15926999999647,22.735080000013113,56.22236999999586,64.11032999998861,57.288150000000314,72.52506000001449,57.125700000004144,88.33995000000868,60.02109000002383,52.9677900000097,61.26821999999811
